Algorithm,Problem,ExecutionId,IndicatorName,IndicatorValue
OMOPSO,ZDT1,0,IGD,0.8243027397034595
OMOPSO,ZDT1,0,HV,0.0
OMOPSO,ZDT1,0,Time,0.20777153968811035
OMOPSO,ZDT2,0,IGD,1.2538664142576899
OMOPSO,ZDT2,0,HV,0.0
OMOPSO,ZDT2,0,Time,0.16386842727661133
